,input,input_type,values_type,size
46025,"[29, 9, 4, 18, 21, 43, 21, 7, 20, 46, 40, 17]",<class 'list'>,<class 'int'>,12
46026,"[47, 3, 5, 16, 31, 13, 38, 19]",<class 'list'>,<class 'int'>,8
46027,"[4, 49, 23, 25, 31, 6, 4, 9, 21]",<class 'list'>,<class 'int'>,9
46028,"[49, 49, 31, 24, 48, 17, 14, 7, 38, 4]",<class 'list'>,<class 'int'>,10
46029,"[33, 24, 39, 12, 47, 10, 24, 9, 1, 44, 21, 28, 4, 11]",<class 'list'>,<class 'int'>,14
46030,"[8, 37, 46, 48, 20, 3, 20]",<class 'list'>,<class 'int'>,7
46031,"[36, 40, 29, 1, 38, 13, 36, 33, 31, 33, 37, 37, 20, 37]",<class 'list'>,<class 'int'>,14
46032,"[48, 27, 24, 43, 47, 14, 5, 38, 15, 4]",<class 'list'>,<class 'int'>,10
46033,"[11, 21, 17, 17, 38]",<class 'list'>,<class 'int'>,5
46034,"[3, 15, 29, 39, 5, 32, 25, 6, 41, 17, 4]",<class 'list'>,<class 'int'>,11
46035,"[42, 36, 20, 30, 36, 48, 25, 42, 9, 39, 17]",<class 'list'>,<class 'int'>,11
46036,"[9, 32, 1, 31, 34, 35, 11, 42, 7, 2, 48, 46, 2]",<class 'list'>,<class 'int'>,13
46037,"[25, 12, 45, 27, 28, 46, 9, 22, 9]",<class 'list'>,<class 'int'>,9
46038,"[12, 22, 40, 27, 1, 33, 20]",<class 'list'>,<class 'int'>,7
46039,"[12, 44, 11, 34, 12, 4, 21, 24, 11]",<class 'list'>,<class 'int'>,9
46040,"[42, 30, 47, 20]",<class 'list'>,<class 'int'>,4
46041,"[44, 22, 23, 34, 25, 46, 39, 17, 11]",<class 'list'>,<class 'int'>,9
46042,"[23, 38, 46, 44, 15, 47, 43, 45, 18, 34, 11, 24]",<class 'list'>,<class 'int'>,12
46043,"[25, 34, 43, 17, 22, 37, 3, 27, 26, 24, 2, 29, 43]",<class 'list'>,<class 'int'>,13
46044,"[13, 34, 2, 13, 26, 19, 24, 34, 24, 40, 42, 43]",<class 'list'>,<class 'int'>,12
46045,"[49, 18, 25, 41, 1, 31, 10, 8, 33, 40]",<class 'list'>,<class 'int'>,10
46046,"[24, 40, 48, 45, 21, 49, 31, 30, 32, 36]",<class 'list'>,<class 'int'>,10
46047,"[28, 31, 40, 44, 20, 24, 11, 47]",<class 'list'>,<class 'int'>,8
46048,"[36, 7, 47, 25, 4, 5, 43, 11, 7, 33, 39, 48]",<class 'list'>,<class 'int'>,12
46049,"[40, 27, 48, 39, 8]",<class 'list'>,<class 'int'>,5
46050,"[42, 22, 26, 39, 17, 19, 39]",<class 'list'>,<class 'int'>,7
46051,"[33, 4, 8, 4, 4, 40, 32, 13, 33, 40]",<class 'list'>,<class 'int'>,10
46052,"[5, 23, 29, 13, 5, 45, 21]",<class 'list'>,<class 'int'>,7
46053,"[45, 30, 8, 45, 49, 20, 7, 17, 21]",<class 'list'>,<class 'int'>,9
46054,"[11, 49, 33, 11, 14, 37, 46, 34, 41]",<class 'list'>,<class 'int'>,9
46055,"[49, 11, 44, 48]",<class 'list'>,<class 'int'>,4
46056,"[20, 14, 39]",<class 'list'>,<class 'int'>,3
46057,"[30, 29, 21, 47, 8, 18, 28, 14, 49, 15, 41]",<class 'list'>,<class 'int'>,11
46058,"[44, 19, 1, 48, 15, 29, 16]",<class 'list'>,<class 'int'>,7
46059,"[47, 21, 44, 17, 40, 31, 38, 21, 32, 19, 44]",<class 'list'>,<class 'int'>,11
46060,"[20, 31, 16, 49]",<class 'list'>,<class 'int'>,4
46061,"[35, 13, 15, 26, 15]",<class 'list'>,<class 'int'>,5
46062,"[44, 47, 3, 8, 19, 5, 12, 36, 11, 15, 22, 37]",<class 'list'>,<class 'int'>,12
46063,"[25, 48, 33, 40, 18, 25, 6, 19, 5]",<class 'list'>,<class 'int'>,9
46064,"[18, 27, 31, 21, 30, 41, 39]",<class 'list'>,<class 'int'>,7
46065,"[12, 17, 34, 3, 47, 23, 29, 38, 14, 2, 14, 41]",<class 'list'>,<class 'int'>,12
46066,"[7, 43, 31, 9, 38, 18, 37]",<class 'list'>,<class 'int'>,7
46067,"[26, 39, 49, 36, 17, 9]",<class 'list'>,<class 'int'>,6
46068,"[37, 21, 29]",<class 'list'>,<class 'int'>,3
46069,"[49, 8, 30, 16, 13, 28, 49, 29, 17, 46, 45, 34, 42, 44]",<class 'list'>,<class 'int'>,14
46070,"[34, 35, 14, 5, 6, 26, 39, 41, 8, 17, 31]",<class 'list'>,<class 'int'>,11
46071,"[34, 22, 17, 32, 42]",<class 'list'>,<class 'int'>,5
46072,"[48, 13, 44, 7, 11, 47, 35, 47]",<class 'list'>,<class 'int'>,8
46073,"[27, 25, 19, 26, 38, 24, 10, 17, 47]",<class 'list'>,<class 'int'>,9
46074,"[47, 39, 8, 9, 5, 17, 47, 41]",<class 'list'>,<class 'int'>,8
46075,"[12, 16, 31, 31, 37, 9, 41, 25, 33, 46, 46]",<class 'list'>,<class 'int'>,11
46076,"[44, 27, 13, 16, 6, 16, 3, 48, 20, 49]",<class 'list'>,<class 'int'>,10
46077,"[9, 31, 48, 16, 34, 21, 32, 6, 28, 28]",<class 'list'>,<class 'int'>,10
46078,"[19, 20, 7, 45, 35, 28, 17, 11]",<class 'list'>,<class 'int'>,8
46079,"[22, 45, 19, 27, 33, 38, 19]",<class 'list'>,<class 'int'>,7
46080,"[34, 8, 5, 44, 18, 4, 5, 22, 35, 22, 4, 28, 4, 15]",<class 'list'>,<class 'int'>,14
46081,"[47, 27, 22, 10, 6, 44, 38, 29, 15, 44, 23, 13, 14]",<class 'list'>,<class 'int'>,13
46082,"[9, 39, 30]",<class 'list'>,<class 'int'>,3
46083,"[11, 18, 32, 30, 13, 30, 35, 47, 46, 37, 16]",<class 'list'>,<class 'int'>,11
46084,"[14, 49, 49]",<class 'list'>,<class 'int'>,3
46085,"[7, 35, 9, 34, 44, 40, 22, 19]",<class 'list'>,<class 'int'>,8
46086,"[4, 40, 14, 7, 22, 19, 13, 2, 4]",<class 'list'>,<class 'int'>,9
46087,"[14, 11, 32, 3, 15, 2, 17, 9, 7, 15]",<class 'list'>,<class 'int'>,10
46088,"[37, 2, 6, 45, 27, 44, 21]",<class 'list'>,<class 'int'>,7
46089,"[21, 39, 38, 48, 12, 18, 30, 12, 5, 26, 41, 15, 31, 7]",<class 'list'>,<class 'int'>,14
46090,"[2, 5, 16]",<class 'list'>,<class 'int'>,3
46091,"[17, 37, 4, 47, 34, 1, 2]",<class 'list'>,<class 'int'>,7
46092,"[29, 36, 25]",<class 'list'>,<class 'int'>,3
46093,"[15, 22, 3, 8]",<class 'list'>,<class 'int'>,4
46094,"[20, 31, 41, 20, 12, 30]",<class 'list'>,<class 'int'>,6
46095,"[41, 41, 45, 16, 7, 43, 44, 33, 11, 32]",<class 'list'>,<class 'int'>,10
46096,"[1, 21, 25, 5, 17, 11, 29, 44, 33, 12]",<class 'list'>,<class 'int'>,10
46097,"[39, 34, 27, 3, 6, 9, 38, 42, 36, 18, 15, 29, 14]",<class 'list'>,<class 'int'>,13
46098,"[20, 4, 7, 3, 35, 23, 34]",<class 'list'>,<class 'int'>,7
46099,"[2, 25, 32, 30]",<class 'list'>,<class 'int'>,4
46100,"[4, 32, 35, 38, 43, 34, 25, 28, 38, 19, 31, 20]",<class 'list'>,<class 'int'>,12
46101,"[33, 19, 35, 4, 5, 44, 30, 33, 10, 25, 17, 4, 22]",<class 'list'>,<class 'int'>,13
46102,"[11, 5, 36, 14, 7, 37, 15, 38, 28, 19, 9, 4]",<class 'list'>,<class 'int'>,12
46103,"[33, 9, 45, 25]",<class 'list'>,<class 'int'>,4
46104,"[34, 6, 32, 23]",<class 'list'>,<class 'int'>,4
46105,"[2, 29, 12, 23, 13, 11, 34, 9, 21, 49, 21, 34]",<class 'list'>,<class 'int'>,12
46106,"[41, 28, 18, 49, 15, 23, 10, 41]",<class 'list'>,<class 'int'>,8
46107,"[9, 35, 38, 49, 31, 14, 4, 36, 47, 7, 12, 23, 10, 22]",<class 'list'>,<class 'int'>,14
46108,"[37, 12, 49, 40]",<class 'list'>,<class 'int'>,4
46109,"[19, 35, 19, 37, 16, 10]",<class 'list'>,<class 'int'>,6
46110,"[8, 20, 47, 5, 46, 41, 41, 22, 5, 33, 31]",<class 'list'>,<class 'int'>,11
46111,"[14, 45, 25, 4, 21, 40, 14, 40, 13, 41, 14, 26]",<class 'list'>,<class 'int'>,12
46112,"[22, 41, 31, 14, 28, 40, 48, 12, 11, 1, 35]",<class 'list'>,<class 'int'>,11
46113,"[39, 49, 14, 49, 3, 2, 13, 1, 32]",<class 'list'>,<class 'int'>,9
46114,"[26, 31, 8, 44, 16, 13, 37, 38, 49, 37]",<class 'list'>,<class 'int'>,10
46115,"[42, 30, 19, 45, 9, 35, 29, 21, 33, 45, 22, 41, 19, 42]",<class 'list'>,<class 'int'>,14
46116,"[40, 33, 40, 28, 29, 14, 25, 22]",<class 'list'>,<class 'int'>,8
46117,"[33, 9, 39, 9, 11, 37, 16]",<class 'list'>,<class 'int'>,7
46118,"[27, 42, 25, 11, 36, 11]",<class 'list'>,<class 'int'>,6
46119,"[14, 43, 35, 38, 38, 8, 25, 41, 18, 40, 19, 9]",<class 'list'>,<class 'int'>,12
46120,"[34, 18, 40, 23, 3, 46, 16]",<class 'list'>,<class 'int'>,7
46121,"[27, 11, 21, 29, 13, 9, 20, 43, 16, 16, 41]",<class 'list'>,<class 'int'>,11
46122,"[17, 36, 43, 42, 43, 2, 24, 25, 6, 16, 44, 22, 2]",<class 'list'>,<class 'int'>,13
46123,"[43, 5, 10, 38, 30, 20, 35, 7, 4]",<class 'list'>,<class 'int'>,9
46124,"[35, 20, 19, 8, 35]",<class 'list'>,<class 'int'>,5
46125,"[23, 11, 49, 22, 19, 19, 48, 26, 33, 12, 13, 23, 42, 22]",<class 'list'>,<class 'int'>,14
46126,"[48, 25, 32, 20, 41, 19, 43, 15, 31, 24, 32]",<class 'list'>,<class 'int'>,11
46127,"[7, 11, 25, 44, 13, 4]",<class 'list'>,<class 'int'>,6
46128,"[25, 33, 12, 4, 24, 47, 44, 49, 48]",<class 'list'>,<class 'int'>,9
46129,"[25, 6, 9, 3, 11, 23]",<class 'list'>,<class 'int'>,6
46130,"[26, 28, 30, 36, 3, 31, 14, 1, 32, 15, 26, 7]",<class 'list'>,<class 'int'>,12
46131,"[9, 25, 47, 31, 13, 15, 6, 4, 15, 47, 6]",<class 'list'>,<class 'int'>,11
46132,"[33, 26, 40, 9, 9, 46, 45, 33, 8]",<class 'list'>,<class 'int'>,9
46133,"[15, 7, 37, 43, 27, 6, 38, 14, 36, 38, 42]",<class 'list'>,<class 'int'>,11
46134,"[26, 39, 6, 32, 20]",<class 'list'>,<class 'int'>,5
46135,"[1, 22, 28]",<class 'list'>,<class 'int'>,3
46136,"[29, 7, 13, 18, 38, 1, 15, 40, 34, 18]",<class 'list'>,<class 'int'>,10
46137,"[34, 49, 4, 47, 45, 41, 24, 3, 33]",<class 'list'>,<class 'int'>,9
46138,"[49, 17, 5, 6, 42, 41, 38, 36]",<class 'list'>,<class 'int'>,8
46139,"[34, 28, 5, 24, 33, 32, 42, 27, 25, 48, 35, 29, 12, 48]",<class 'list'>,<class 'int'>,14
46140,"[25, 49, 48, 32, 20, 17, 49, 24, 8, 46, 2, 44, 7]",<class 'list'>,<class 'int'>,13
46141,"[2, 12, 19, 5, 40, 1, 41, 41, 21]",<class 'list'>,<class 'int'>,9
46142,"[41, 30, 7, 39, 20, 21, 20, 20, 24, 2]",<class 'list'>,<class 'int'>,10
46143,"[7, 13, 28, 37, 1, 21, 9, 15]",<class 'list'>,<class 'int'>,8
46144,"[34, 39, 12, 48, 30, 9, 36, 5, 21, 2, 34, 26]",<class 'list'>,<class 'int'>,12
46145,"[36, 1, 8, 47]",<class 'list'>,<class 'int'>,4
46146,"[24, 6, 17, 19, 20, 38, 9, 35, 14]",<class 'list'>,<class 'int'>,9
46147,"[31, 18, 33, 3, 32, 3, 19, 30, 6]",<class 'list'>,<class 'int'>,9
46148,"[42, 40, 27, 11, 47, 2, 29, 30, 7, 38]",<class 'list'>,<class 'int'>,10
46149,"[37, 22, 12, 34]",<class 'list'>,<class 'int'>,4
46150,"[31, 23, 16, 31, 47, 25, 1, 42, 3, 13, 43]",<class 'list'>,<class 'int'>,11
46151,"[28, 17, 31, 8, 48, 17, 7, 23]",<class 'list'>,<class 'int'>,8
46152,"[13, 26, 45, 21, 8, 14, 38, 48, 38]",<class 'list'>,<class 'int'>,9
46153,"[25, 47, 44, 40, 15, 32, 27, 32]",<class 'list'>,<class 'int'>,8
46154,"[48, 23, 49, 17, 7, 1, 2, 24, 16, 14, 11]",<class 'list'>,<class 'int'>,11
46155,"[37, 13, 48, 15, 42, 23, 45, 10, 39, 4]",<class 'list'>,<class 'int'>,10
46156,"[39, 45, 9, 15, 12, 34, 33]",<class 'list'>,<class 'int'>,7
46157,"[46, 37, 38]",<class 'list'>,<class 'int'>,3
46158,"[24, 36, 37, 1, 24, 21, 37]",<class 'list'>,<class 'int'>,7
46159,"[49, 47, 21, 39, 40, 25]",<class 'list'>,<class 'int'>,6
46160,"[1, 41, 45, 36, 11, 43, 3, 49, 20, 40, 31]",<class 'list'>,<class 'int'>,11
46161,"[48, 35, 24, 29, 25, 49, 37, 29, 44, 2, 12, 28]",<class 'list'>,<class 'int'>,12
46162,"[48, 35, 21, 29, 28, 2, 34, 9, 18, 14, 13, 9]",<class 'list'>,<class 'int'>,12
46163,"[28, 22, 15, 29]",<class 'list'>,<class 'int'>,4
46164,"[49, 4, 30, 43, 2, 35, 42, 6, 15, 46, 30, 15, 42, 47]",<class 'list'>,<class 'int'>,14
46165,"[29, 13, 9, 49, 20, 37, 44, 8, 19, 31, 5, 30, 6]",<class 'list'>,<class 'int'>,13
46166,"[28, 23, 35, 19, 39, 16]",<class 'list'>,<class 'int'>,6
46167,"[31, 22, 27, 27]",<class 'list'>,<class 'int'>,4
46168,"[49, 33, 4, 28, 9, 21, 15, 38, 12, 16, 34, 39, 19]",<class 'list'>,<class 'int'>,13
46169,"[42, 6, 25, 37]",<class 'list'>,<class 'int'>,4
46170,"[4, 41, 15, 12, 5, 5, 40]",<class 'list'>,<class 'int'>,7
46171,"[41, 28, 15, 27, 48, 48, 43, 49, 25, 45, 13, 15, 1]",<class 'list'>,<class 'int'>,13
46172,"[32, 2, 24, 30, 5, 48, 20, 13, 9]",<class 'list'>,<class 'int'>,9
46173,"[1, 48, 13, 9, 43, 18]",<class 'list'>,<class 'int'>,6
46174,"[18, 37, 36, 4, 25, 11, 27, 49, 25, 36, 24, 23, 23, 39]",<class 'list'>,<class 'int'>,14
46175,"[22, 6, 40, 12, 38, 2, 7, 26]",<class 'list'>,<class 'int'>,8
46176,"[23, 7, 35, 9]",<class 'list'>,<class 'int'>,4
46177,"[16, 33, 22, 32, 11, 47, 22, 30]",<class 'list'>,<class 'int'>,8
46178,"[7, 23, 28, 20, 45, 25, 48, 18, 26, 49]",<class 'list'>,<class 'int'>,10
46179,"[22, 47, 23, 49, 2, 31]",<class 'list'>,<class 'int'>,6
46180,"[33, 41, 24, 28]",<class 'list'>,<class 'int'>,4
46181,"[24, 37, 46, 15, 25]",<class 'list'>,<class 'int'>,5
46182,"[46, 38, 17, 16, 37, 38, 17, 18, 28, 49, 47]",<class 'list'>,<class 'int'>,11
46183,"[47, 49, 41, 16, 43, 31]",<class 'list'>,<class 'int'>,6
46184,"[10, 31, 42, 17, 35, 48, 42, 16, 22, 29, 48]",<class 'list'>,<class 'int'>,11
46185,"[36, 11, 5, 44, 10, 28, 19, 33, 5]",<class 'list'>,<class 'int'>,9
46186,"[4, 25, 42, 17, 35, 14, 41, 49, 34, 42, 45, 48]",<class 'list'>,<class 'int'>,12
46187,"[39, 11, 36, 41, 19, 2, 28, 20, 17, 23]",<class 'list'>,<class 'int'>,10
46188,"[30, 23, 27, 13, 42, 20, 47, 47, 25, 9, 25, 12, 33]",<class 'list'>,<class 'int'>,13
46189,"[40, 44, 23, 41, 25, 11]",<class 'list'>,<class 'int'>,6
46190,"[3, 17, 41, 23, 36, 47, 36]",<class 'list'>,<class 'int'>,7
46191,"[2, 26, 18, 25, 24, 28, 39, 7, 40]",<class 'list'>,<class 'int'>,9
46192,"[44, 8, 17, 11]",<class 'list'>,<class 'int'>,4
46193,"[26, 6, 23, 40, 7, 17, 21, 8, 28, 15, 26, 15]",<class 'list'>,<class 'int'>,12
46194,"[33, 46, 27, 20, 32, 40]",<class 'list'>,<class 'int'>,6
46195,"[37, 11, 47, 14, 22, 29, 7]",<class 'list'>,<class 'int'>,7
46196,"[38, 16, 32, 14, 13, 40, 29, 26, 10, 41, 6, 41, 23]",<class 'list'>,<class 'int'>,13
46197,"[48, 43, 45, 4, 8, 30, 29, 43, 13, 2, 16, 8, 29]",<class 'list'>,<class 'int'>,13
46198,"[13, 6, 22, 36, 32, 34, 37]",<class 'list'>,<class 'int'>,7
46199,"[37, 42, 2, 24, 31, 8, 26, 46, 26, 13, 39]",<class 'list'>,<class 'int'>,11
46200,"[34, 3, 5, 29, 32]",<class 'list'>,<class 'int'>,5
46201,"[37, 9, 4, 38, 30, 1, 32, 22, 17, 41, 24, 25, 8]",<class 'list'>,<class 'int'>,13
46202,"[43, 4, 8, 25, 31, 21, 18, 22, 28]",<class 'list'>,<class 'int'>,9
46203,"[43, 24, 4, 3, 37, 41, 46, 17, 8, 47, 20, 29]",<class 'list'>,<class 'int'>,12
46204,"[8, 34, 39, 16, 39]",<class 'list'>,<class 'int'>,5
46205,"[28, 9, 22, 48, 12, 18, 33, 39]",<class 'list'>,<class 'int'>,8
46206,"[21, 6, 6, 21, 14, 40, 44, 40, 14]",<class 'list'>,<class 'int'>,9
46207,"[34, 28, 15]",<class 'list'>,<class 'int'>,3
46208,"[44, 42, 18, 46, 26, 32, 34, 4]",<class 'list'>,<class 'int'>,8
46209,"[39, 10, 1]",<class 'list'>,<class 'int'>,3
46210,"[11, 36, 20, 32, 19, 1, 49, 2]",<class 'list'>,<class 'int'>,8
46211,"[41, 25, 39, 33]",<class 'list'>,<class 'int'>,4
46212,"[28, 31, 41, 26, 13, 44, 18, 5, 25, 47, 21, 29, 38, 24]",<class 'list'>,<class 'int'>,14
46213,"[12, 11, 49, 23, 42, 41, 35, 47, 29, 9, 38, 28, 29]",<class 'list'>,<class 'int'>,13
46214,"[16, 20, 10, 33]",<class 'list'>,<class 'int'>,4
46215,"[10, 32, 34, 33, 48, 28]",<class 'list'>,<class 'int'>,6
46216,"[49, 30, 43, 10, 47, 27, 45, 8, 24, 1, 23, 5, 38, 1]",<class 'list'>,<class 'int'>,14
46217,"[40, 23, 37, 33, 9, 24, 33, 20, 9]",<class 'list'>,<class 'int'>,9
46218,"[13, 17, 30, 1, 33, 32, 42, 33, 24, 42, 32, 43]",<class 'list'>,<class 'int'>,12
46219,"[14, 45, 45, 8, 25, 37, 37, 8, 32]",<class 'list'>,<class 'int'>,9
46220,"[37, 23, 34, 5, 41, 39, 19, 35, 18, 13, 22, 34, 10]",<class 'list'>,<class 'int'>,13
46221,"[14, 44, 39, 9, 22, 27, 49, 9, 3, 33, 19, 7, 32]",<class 'list'>,<class 'int'>,13
46222,"[35, 21, 45, 19, 19, 13, 2, 26, 35, 42, 40, 40, 14, 11]",<class 'list'>,<class 'int'>,14
46223,"[31, 16, 11, 18, 34, 30, 10, 10, 37]",<class 'list'>,<class 'int'>,9
46224,"[6, 45, 40, 20, 38, 13, 23, 12, 33, 22, 39, 6, 21, 8]",<class 'list'>,<class 'int'>,14
46225,"[31, 45, 21, 30, 14, 41, 8, 20, 23]",<class 'list'>,<class 'int'>,9
46226,"[34, 8, 43, 38, 12, 12, 36, 2]",<class 'list'>,<class 'int'>,8
46227,"[16, 29, 32, 22]",<class 'list'>,<class 'int'>,4
46228,"[23, 1, 4, 8, 29, 5, 26, 21, 34]",<class 'list'>,<class 'int'>,9
46229,"[33, 13, 28, 19, 21, 7, 1, 32]",<class 'list'>,<class 'int'>,8
46230,"[45, 34, 17]",<class 'list'>,<class 'int'>,3
46231,"[32, 32, 16, 6, 37, 45, 25, 30, 1, 27, 24, 46]",<class 'list'>,<class 'int'>,12
46232,"[45, 26, 30, 7, 38, 4, 2, 16, 24, 43, 13, 11]",<class 'list'>,<class 'int'>,12
46233,"[21, 41, 32, 34, 5, 9, 49, 5, 26, 42, 9, 3]",<class 'list'>,<class 'int'>,12
46234,"[13, 8, 33, 25, 16, 36, 49, 23, 4]",<class 'list'>,<class 'int'>,9
46235,"[46, 18, 33, 3, 30, 10, 3]",<class 'list'>,<class 'int'>,7
46236,"[26, 42, 22, 42, 25, 18]",<class 'list'>,<class 'int'>,6
46237,"[38, 3, 44, 38, 45, 13, 44, 29]",<class 'list'>,<class 'int'>,8
46238,"[1, 49, 25]",<class 'list'>,<class 'int'>,3
46239,"[2, 36, 37, 38]",<class 'list'>,<class 'int'>,4
46240,"[2, 25, 49]",<class 'list'>,<class 'int'>,3
46241,"[17, 27, 33, 35, 15, 37, 30, 15]",<class 'list'>,<class 'int'>,8
46242,"[32, 3, 21, 21, 45, 18, 49, 40, 27, 15, 36, 37, 11, 25]",<class 'list'>,<class 'int'>,14
46243,"[5, 29, 6, 41, 22, 29, 45, 23, 34, 2]",<class 'list'>,<class 'int'>,10
46244,"[11, 9, 14, 25, 15, 12, 24, 24, 47, 28, 48, 11, 31]",<class 'list'>,<class 'int'>,13
46245,"[35, 5, 16, 18, 16, 42, 13]",<class 'list'>,<class 'int'>,7
46246,"[8, 30, 19, 46, 20, 31, 37, 20, 16, 32, 14, 27, 11]",<class 'list'>,<class 'int'>,13
46247,"[43, 6, 12, 40, 8]",<class 'list'>,<class 'int'>,5
46248,"[48, 25, 34, 30]",<class 'list'>,<class 'int'>,4
46249,"[5, 33, 48, 20, 40, 2, 46, 7, 29]",<class 'list'>,<class 'int'>,9
46250,"[32, 30, 12, 27, 23, 47, 19, 45, 10, 29, 2, 25]",<class 'list'>,<class 'int'>,12
46251,"[26, 40, 34, 13, 38, 4, 9, 34, 4, 25, 41]",<class 'list'>,<class 'int'>,11
46252,"[42, 28, 23, 45, 20, 35, 30]",<class 'list'>,<class 'int'>,7
46253,"[15, 9, 3, 3, 11, 26, 33, 44, 7]",<class 'list'>,<class 'int'>,9
46254,"[1, 13, 8, 40]",<class 'list'>,<class 'int'>,4
46255,"[15, 9, 25, 11, 42, 33, 48, 10, 28, 38, 12, 8]",<class 'list'>,<class 'int'>,12
46256,"[38, 20, 44, 43, 7]",<class 'list'>,<class 'int'>,5
46257,"[25, 11, 1, 30, 11]",<class 'list'>,<class 'int'>,5
46258,"[18, 28, 9, 45, 47, 42, 27, 45, 26]",<class 'list'>,<class 'int'>,9
46259,"[31, 22, 26, 19, 2, 44, 36, 31, 3, 49, 40, 5]",<class 'list'>,<class 'int'>,12
46260,"[28, 28, 5, 22, 30, 46, 3, 17]",<class 'list'>,<class 'int'>,8
46261,"[26, 41, 17, 24, 34, 39]",<class 'list'>,<class 'int'>,6
46262,"[7, 16, 34, 27, 14, 10, 30, 40, 16, 9, 32]",<class 'list'>,<class 'int'>,11
46263,"[34, 21, 26, 10, 6, 42, 31, 35, 24, 37, 7, 34]",<class 'list'>,<class 'int'>,12
46264,"[28, 26, 18, 44, 31]",<class 'list'>,<class 'int'>,5
46265,"[2, 17, 9, 3, 32, 6, 6, 39, 44]",<class 'list'>,<class 'int'>,9
46266,"[46, 37, 41, 34]",<class 'list'>,<class 'int'>,4
46267,"[3, 46, 45, 18, 21, 13, 47, 3, 23, 21, 35, 16, 3, 47]",<class 'list'>,<class 'int'>,14
46268,"[12, 18, 26, 19]",<class 'list'>,<class 'int'>,4
46269,"[39, 37, 42, 43, 4]",<class 'list'>,<class 'int'>,5
46270,"[7, 21, 11, 33, 44]",<class 'list'>,<class 'int'>,5
46271,"[44, 26, 12, 16, 38]",<class 'list'>,<class 'int'>,5
46272,"[36, 27, 14, 16, 46, 16, 33, 38, 35, 45, 46, 3, 11]",<class 'list'>,<class 'int'>,13
46273,"[48, 46, 22, 13, 37, 16, 38, 41, 26, 14, 41]",<class 'list'>,<class 'int'>,11
46274,"[1, 14, 9, 16, 40, 10, 47, 7, 40, 48]",<class 'list'>,<class 'int'>,10
46275,"[4, 27, 27, 28, 13, 49, 3, 45, 2]",<class 'list'>,<class 'int'>,9
46276,"[5, 49, 20, 36, 26, 25, 16, 46, 34, 31, 26]",<class 'list'>,<class 'int'>,11
46277,"[12, 25, 39, 27, 46, 43, 45, 2, 24]",<class 'list'>,<class 'int'>,9
46278,"[22, 45, 19, 9, 41, 5, 43, 11, 33, 18, 6]",<class 'list'>,<class 'int'>,11
46279,"[18, 27, 44, 44, 47, 16, 14, 3, 47, 46, 42, 13, 24]",<class 'list'>,<class 'int'>,13
46280,"[29, 18, 44, 46, 11, 33, 43, 13, 31]",<class 'list'>,<class 'int'>,9
46281,"[45, 36, 43, 19]",<class 'list'>,<class 'int'>,4
46282,"[36, 36, 17, 27, 45, 19, 7, 45, 7]",<class 'list'>,<class 'int'>,9
46283,"[15, 39, 22, 8, 14, 33, 9, 48, 34]",<class 'list'>,<class 'int'>,9
46284,"[1, 28, 25, 22, 39]",<class 'list'>,<class 'int'>,5
46285,"[33, 19, 28, 22]",<class 'list'>,<class 'int'>,4
46286,"[4, 1, 27, 23, 42, 39]",<class 'list'>,<class 'int'>,6
46287,"[23, 16, 35, 13]",<class 'list'>,<class 'int'>,4
46288,"[38, 49, 20, 40, 33, 2]",<class 'list'>,<class 'int'>,6
46289,"[23, 15, 49, 24]",<class 'list'>,<class 'int'>,4
46290,"[25, 19, 12, 30, 40]",<class 'list'>,<class 'int'>,5
46291,"[6, 30, 25, 1, 33, 48]",<class 'list'>,<class 'int'>,6
46292,"[32, 2, 41, 12, 28, 34]",<class 'list'>,<class 'int'>,6
46293,"[38, 15, 39, 18, 13, 40, 39, 36, 46, 8]",<class 'list'>,<class 'int'>,10
46294,"[9, 40, 11, 46, 5, 10]",<class 'list'>,<class 'int'>,6
46295,"[20, 20, 29, 14, 33, 34, 4, 8, 1, 42, 34, 48]",<class 'list'>,<class 'int'>,12
46296,"[22, 45, 37, 24, 11, 21, 47, 2, 39, 28, 48, 1, 19]",<class 'list'>,<class 'int'>,13
46297,"[23, 37, 27, 23, 4, 7]",<class 'list'>,<class 'int'>,6
46298,"[33, 2, 3, 29, 47, 17, 30, 37, 24, 27]",<class 'list'>,<class 'int'>,10
46299,"[9, 40, 7, 44]",<class 'list'>,<class 'int'>,4
46300,"[23, 4, 28]",<class 'list'>,<class 'int'>,3
46301,"[7, 30, 3, 44, 30, 3]",<class 'list'>,<class 'int'>,6
46302,"[32, 13, 22]",<class 'list'>,<class 'int'>,3
46303,"[34, 10, 47, 33, 5, 15, 33, 19, 5]",<class 'list'>,<class 'int'>,9
46304,"[31, 19, 22, 32, 12, 43, 34, 10, 29, 16, 28, 7]",<class 'list'>,<class 'int'>,12
46305,"[23, 43, 7, 46, 23, 13, 11, 28, 31, 25, 13, 26, 24, 43]",<class 'list'>,<class 'int'>,14
46306,"[18, 48, 9, 20, 18, 48, 3, 22, 20, 25, 15, 30, 14]",<class 'list'>,<class 'int'>,13
46307,"[10, 36, 44, 7, 46, 14, 19, 15, 17]",<class 'list'>,<class 'int'>,9
46308,"[11, 4, 40, 43, 27, 26, 20, 26, 48, 23, 20, 13]",<class 'list'>,<class 'int'>,12
46309,"[14, 29, 24, 13, 42, 30, 1, 32, 38, 23, 22, 23, 14, 9]",<class 'list'>,<class 'int'>,14
