,input,input_type,values_type,size
41121,"[4, 14, 14, 12, 5, 3]",<class 'list'>,<class 'int'>,6
41122,"[2, 4, 11, 13]",<class 'list'>,<class 'int'>,4
41123,"[11, 5, 7]",<class 'list'>,<class 'int'>,3
41124,"[8, 12, 13, 12, 13, 8, 3, 4, 4]",<class 'list'>,<class 'int'>,9
41125,"[12, 7, 6, 11, 11, 12, 4, 9, 6, 0, 12, 9, 11, 13]",<class 'list'>,<class 'int'>,14
41126,"[5, 14, 13, 3, 7, 3, 12, 10, 14, 2, 7, 5]",<class 'list'>,<class 'int'>,12
41127,"[12, 3, 6, 8, 8, 12]",<class 'list'>,<class 'int'>,6
41128,"[13, 1, 9, 6]",<class 'list'>,<class 'int'>,4
41129,"[5, 3, 14, 4, 10, 7, 5, 10, 6, 13, 10, 8, 10, 9]",<class 'list'>,<class 'int'>,14
41130,"[7, 10, 10, 14, 11, 7, 4, 3]",<class 'list'>,<class 'int'>,8
41131,"[3, 7, 4, 13, 7, 11, 9]",<class 'list'>,<class 'int'>,7
41132,"[6, 14, 11, 1, 7, 6, 12]",<class 'list'>,<class 'int'>,7
41133,"[0, 6, 10, 14, 1, 5, 8, 7, 6]",<class 'list'>,<class 'int'>,9
41134,"[14, 2, 2, 4, 9, 3, 2, 6, 6, 0, 6]",<class 'list'>,<class 'int'>,11
41135,"[4, 7, 12, 12, 3, 2, 11, 14]",<class 'list'>,<class 'int'>,8
41136,"[6, 14, 9, 0, 13, 13, 3]",<class 'list'>,<class 'int'>,7
41137,"[7, 12, 14, 14, 4, 11]",<class 'list'>,<class 'int'>,6
41138,"[2, 9, 9, 1, 9, 10]",<class 'list'>,<class 'int'>,6
41139,"[8, 8, 6, 13]",<class 'list'>,<class 'int'>,4
41140,"[14, 4, 2, 10, 8, 9, 8, 0, 13, 11]",<class 'list'>,<class 'int'>,10
41141,"[11, 0, 11, 9, 13, 8, 14]",<class 'list'>,<class 'int'>,7
41142,"[14, 12, 1, 2, 13, 13, 0, 9, 7, 11, 10, 10]",<class 'list'>,<class 'int'>,12
41143,"[0, 6, 10, 1, 12]",<class 'list'>,<class 'int'>,5
41144,"[6, 9, 3, 14, 4, 13, 13, 11, 10, 6, 2, 7, 7, 13]",<class 'list'>,<class 'int'>,14
41145,"[7, 14, 7, 2, 13, 9]",<class 'list'>,<class 'int'>,6
41146,"[4, 2, 6, 0, 2, 7, 3, 3, 3, 8, 14, 14]",<class 'list'>,<class 'int'>,12
41147,"[3, 3, 5]",<class 'list'>,<class 'int'>,3
41148,"[2, 6, 12, 0, 3, 7, 11, 2, 12, 14, 12, 0, 2]",<class 'list'>,<class 'int'>,13
41149,"[1, 2, 10]",<class 'list'>,<class 'int'>,3
41150,"[2, 5, 11, 11, 13, 14, 6, 7, 13, 14, 0]",<class 'list'>,<class 'int'>,11
41151,"[10, 4, 11, 10]",<class 'list'>,<class 'int'>,4
41152,"[12, 10, 0, 3, 10, 4, 10, 1]",<class 'list'>,<class 'int'>,8
41153,"[0, 1, 6, 4, 0, 1, 12]",<class 'list'>,<class 'int'>,7
41154,"[5, 1, 6, 1, 11, 7, 2, 5, 5, 4, 2]",<class 'list'>,<class 'int'>,11
41155,"[8, 11, 3, 12, 11, 1, 4, 5]",<class 'list'>,<class 'int'>,8
41156,"[1, 11, 7, 8, 10, 3, 2, 4, 8, 10, 12, 7, 12, 10]",<class 'list'>,<class 'int'>,14
41157,"[1, 1, 0, 12, 5, 4]",<class 'list'>,<class 'int'>,6
41158,"[10, 1, 0, 6, 6, 10, 10, 12, 9, 11, 8, 6, 8, 2]",<class 'list'>,<class 'int'>,14
41159,"[6, 10, 1, 3, 0, 4, 9, 4, 9, 5, 4]",<class 'list'>,<class 'int'>,11
41160,"[6, 4, 2, 3, 9, 9, 1, 6, 14, 3, 4, 5]",<class 'list'>,<class 'int'>,12
41161,"[10, 7, 8, 11, 2, 5, 2, 9, 8, 10, 6, 1, 4]",<class 'list'>,<class 'int'>,13
41162,"[7, 8, 8, 4, 7, 14, 5]",<class 'list'>,<class 'int'>,7
41163,"[7, 0, 13, 1, 1, 11, 12]",<class 'list'>,<class 'int'>,7
41164,"[8, 5, 7, 14, 13, 6, 4, 12, 3]",<class 'list'>,<class 'int'>,9
41165,"[6, 6, 6, 12, 5, 12, 12, 4]",<class 'list'>,<class 'int'>,8
41166,"[0, 1, 0, 10, 6, 10, 11, 6]",<class 'list'>,<class 'int'>,8
41167,"[5, 5, 2, 7, 14, 14, 11, 12, 3, 7, 3, 1]",<class 'list'>,<class 'int'>,12
41168,"[10, 4, 3, 14, 2, 11, 8, 7, 2, 5, 9]",<class 'list'>,<class 'int'>,11
41169,"[6, 9, 1, 2, 13, 2, 5, 12, 10, 7]",<class 'list'>,<class 'int'>,10
41170,"[4, 3, 10, 6, 7, 1, 14, 13, 6]",<class 'list'>,<class 'int'>,9
41171,"[1, 6, 6]",<class 'list'>,<class 'int'>,3
41172,"[1, 11, 13, 9, 10, 1, 12, 6, 5, 5]",<class 'list'>,<class 'int'>,10
41173,"[10, 10, 4, 3, 10, 11, 5, 4, 11, 3, 4, 14, 10]",<class 'list'>,<class 'int'>,13
41174,"[3, 2, 1, 5, 6, 13, 13, 9]",<class 'list'>,<class 'int'>,8
41175,"[11, 13, 0, 13, 10, 13, 10, 2, 11, 7, 6, 11, 5]",<class 'list'>,<class 'int'>,13
41176,"[14, 13, 11, 4, 8, 5, 14, 3, 11]",<class 'list'>,<class 'int'>,9
41177,"[7, 9, 12, 8, 14, 13, 0, 8, 1]",<class 'list'>,<class 'int'>,9
41178,"[8, 14, 13, 13, 13, 8]",<class 'list'>,<class 'int'>,6
41179,"[2, 9, 3, 6, 9, 2, 13, 5, 5, 11, 10, 6, 3, 12]",<class 'list'>,<class 'int'>,14
41180,"[14, 14, 0, 5, 3, 12]",<class 'list'>,<class 'int'>,6
41181,"[10, 11, 14, 0, 11]",<class 'list'>,<class 'int'>,5
41182,"[12, 8, 2, 5, 10, 12, 0, 1, 9, 1, 9]",<class 'list'>,<class 'int'>,11
41183,"[8, 10, 9, 3]",<class 'list'>,<class 'int'>,4
41184,"[13, 2, 1, 13, 0, 7, 7, 2, 4, 0, 11]",<class 'list'>,<class 'int'>,11
41185,"[8, 11, 11, 10, 14, 10, 0, 7, 8, 13, 11, 5, 12, 7]",<class 'list'>,<class 'int'>,14
41186,"[10, 13, 12, 0, 8, 12, 3, 1, 8]",<class 'list'>,<class 'int'>,9
41187,"[7, 13, 12, 1, 13, 10, 13, 11]",<class 'list'>,<class 'int'>,8
41188,"[7, 5, 13, 12, 4, 12, 9, 6, 13, 13]",<class 'list'>,<class 'int'>,10
41189,"[2, 4, 9, 6, 6, 12]",<class 'list'>,<class 'int'>,6
41190,"[3, 11, 3, 10, 11, 13]",<class 'list'>,<class 'int'>,6
41191,"[5, 0, 1, 11, 2, 11, 2, 8, 7, 14, 1, 14, 6]",<class 'list'>,<class 'int'>,13
41192,"[14, 2, 13, 6, 14]",<class 'list'>,<class 'int'>,5
41193,"[10, 7, 9, 10, 2, 14, 8, 5, 3]",<class 'list'>,<class 'int'>,9
41194,"[7, 0, 3, 12, 11, 4, 8, 6, 13, 2, 7, 5, 4]",<class 'list'>,<class 'int'>,13
41195,"[13, 12, 4, 10, 11, 12, 10, 2, 4]",<class 'list'>,<class 'int'>,9
41196,"[1, 3, 7, 3, 7, 7, 12, 8, 1, 7, 9]",<class 'list'>,<class 'int'>,11
41197,"[2, 7, 11, 14, 7, 3]",<class 'list'>,<class 'int'>,6
41198,"[10, 2, 7, 14, 1, 14, 3, 1, 9]",<class 'list'>,<class 'int'>,9
41199,"[12, 1, 11, 2, 14, 12, 6]",<class 'list'>,<class 'int'>,7
41200,"[3, 8, 5, 7, 12, 10, 3, 1, 0, 0, 9, 8, 2]",<class 'list'>,<class 'int'>,13
41201,"[12, 10, 8, 13, 14, 11, 14, 3, 0, 5, 9, 2]",<class 'list'>,<class 'int'>,12
41202,"[7, 7, 7, 9, 0, 12, 9, 2, 12]",<class 'list'>,<class 'int'>,9
41203,"[13, 6, 3, 9, 1, 10, 3, 13, 12, 10, 8, 12, 7]",<class 'list'>,<class 'int'>,13
41204,"[0, 1, 13, 12, 6, 5, 12, 0, 2, 5, 3, 14]",<class 'list'>,<class 'int'>,12
41205,"[6, 1, 5, 13]",<class 'list'>,<class 'int'>,4
41206,"[1, 7, 12, 12, 13, 14, 2, 12, 5, 14]",<class 'list'>,<class 'int'>,10
41207,"[7, 13, 3, 5, 2, 10, 1, 11, 4, 2]",<class 'list'>,<class 'int'>,10
41208,"[7, 10, 14, 7, 12, 6, 1]",<class 'list'>,<class 'int'>,7
41209,"[5, 8, 10, 2, 11, 1, 3, 13, 9, 13, 5, 14, 0]",<class 'list'>,<class 'int'>,13
41210,"[6, 7, 12]",<class 'list'>,<class 'int'>,3
41211,"[2, 5, 14]",<class 'list'>,<class 'int'>,3
41212,"[5, 10, 7, 2, 11, 14, 8, 0]",<class 'list'>,<class 'int'>,8
41213,"[6, 5, 2, 9, 12, 8, 6, 8, 8, 5, 11, 9]",<class 'list'>,<class 'int'>,12
41214,"[6, 0, 13, 14, 13, 1, 7, 13, 9]",<class 'list'>,<class 'int'>,9
41215,"[6, 14, 11, 0, 8, 0, 1]",<class 'list'>,<class 'int'>,7
41216,"[1, 11, 9, 3]",<class 'list'>,<class 'int'>,4
41217,"[3, 11, 0, 3, 11, 6, 4, 13, 4, 9, 14, 7, 14, 12]",<class 'list'>,<class 'int'>,14
41218,"[12, 13, 7]",<class 'list'>,<class 'int'>,3
41219,"[4, 9, 8, 10, 10, 2]",<class 'list'>,<class 'int'>,6
41220,"[14, 5, 13, 4, 4, 5, 11, 13, 11, 10]",<class 'list'>,<class 'int'>,10
41221,"[14, 1, 0, 14, 13, 8, 7, 9, 14, 14]",<class 'list'>,<class 'int'>,10
41222,"[13, 3, 4]",<class 'list'>,<class 'int'>,3
41223,"[2, 0, 13, 9, 12, 14, 4, 3, 0]",<class 'list'>,<class 'int'>,9
41224,"[5, 7, 9, 0, 14, 11, 8, 9, 10, 10]",<class 'list'>,<class 'int'>,10
41225,"[2, 7, 12]",<class 'list'>,<class 'int'>,3
41226,"[7, 4, 7, 4, 6, 0, 10, 12, 2, 1, 11, 11]",<class 'list'>,<class 'int'>,12
41227,"[4, 6, 7, 7]",<class 'list'>,<class 'int'>,4
41228,"[14, 7, 5, 6, 1, 0, 12]",<class 'list'>,<class 'int'>,7
41229,"[13, 10, 5, 8, 11, 0]",<class 'list'>,<class 'int'>,6
41230,"[14, 6, 0, 3, 9, 10, 5, 4, 9, 2, 0, 12]",<class 'list'>,<class 'int'>,12
41231,"[3, 11, 13, 2, 3, 2]",<class 'list'>,<class 'int'>,6
41232,"[0, 2, 1]",<class 'list'>,<class 'int'>,3
41233,"[1, 9, 3, 9, 8, 3, 11, 6, 7, 3, 3, 7]",<class 'list'>,<class 'int'>,12
41234,"[10, 14, 7, 4, 11]",<class 'list'>,<class 'int'>,5
41235,"[2, 4, 7]",<class 'list'>,<class 'int'>,3
41236,"[2, 10, 9, 8, 3, 1, 12, 2, 4, 6, 10, 14, 5, 8]",<class 'list'>,<class 'int'>,14
41237,"[6, 10, 12, 0]",<class 'list'>,<class 'int'>,4
41238,"[12, 3, 4, 1]",<class 'list'>,<class 'int'>,4
41239,"[10, 5, 10, 12, 13, 8, 9, 14, 4, 3, 3, 11]",<class 'list'>,<class 'int'>,12
41240,"[8, 1, 7, 7, 8, 8, 1]",<class 'list'>,<class 'int'>,7
41241,"[5, 2, 9, 7, 14, 5, 14, 6, 6, 14, 13]",<class 'list'>,<class 'int'>,11
41242,"[2, 14, 7, 11, 3, 7, 6, 1, 3, 0, 12, 3, 4, 9]",<class 'list'>,<class 'int'>,14
41243,"[8, 7, 10, 6, 2, 12, 14, 2]",<class 'list'>,<class 'int'>,8
41244,"[8, 8, 11, 11, 7, 11]",<class 'list'>,<class 'int'>,6
41245,"[12, 14, 6, 10, 7, 3, 2, 5, 8]",<class 'list'>,<class 'int'>,9
41246,"[10, 14, 9, 1, 9, 3, 10, 3, 1, 14, 2]",<class 'list'>,<class 'int'>,11
41247,"[0, 0, 1, 14, 0, 14, 10, 1, 5, 9, 1, 3, 9, 9]",<class 'list'>,<class 'int'>,14
41248,"[1, 1, 4, 3, 4, 0, 0, 8, 2, 11]",<class 'list'>,<class 'int'>,10
41249,"[8, 2, 7, 6, 7, 8, 6, 5, 0, 2, 3, 12, 0, 3]",<class 'list'>,<class 'int'>,14
41250,"[12, 0, 4, 11, 14]",<class 'list'>,<class 'int'>,5
41251,"[4, 4, 5, 1, 8, 12]",<class 'list'>,<class 'int'>,6
41252,"[4, 13, 12, 12, 14, 6, 8]",<class 'list'>,<class 'int'>,7
41253,"[12, 5, 4, 13, 12, 2, 0, 2, 10, 13, 14]",<class 'list'>,<class 'int'>,11
41254,"[7, 5, 3, 14, 5, 7, 9, 3, 3, 6, 6, 1, 8, 5]",<class 'list'>,<class 'int'>,14
41255,"[8, 12, 14, 10, 11, 14]",<class 'list'>,<class 'int'>,6
41256,"[11, 3, 2, 14, 11]",<class 'list'>,<class 'int'>,5
41257,"[3, 2, 12, 8, 11]",<class 'list'>,<class 'int'>,5
41258,"[14, 14, 12, 5, 14, 0, 2]",<class 'list'>,<class 'int'>,7
41259,"[10, 1, 6, 13]",<class 'list'>,<class 'int'>,4
41260,"[8, 14, 11, 14, 6, 11, 10, 12]",<class 'list'>,<class 'int'>,8
41261,"[2, 8, 9, 4, 3, 9, 3, 12]",<class 'list'>,<class 'int'>,8
41262,"[7, 10, 6, 13]",<class 'list'>,<class 'int'>,4
41263,"[3, 9, 3, 5, 1, 10, 3, 6]",<class 'list'>,<class 'int'>,8
41264,"[8, 14, 12, 14, 6, 1, 14]",<class 'list'>,<class 'int'>,7
41265,"[4, 1, 4, 13, 2, 3, 0, 5, 2]",<class 'list'>,<class 'int'>,9
41266,"[6, 9, 12, 3, 8, 1, 4, 14, 2, 8, 3, 14, 14, 3]",<class 'list'>,<class 'int'>,14
41267,"[5, 1, 3, 12, 7, 10, 14, 0]",<class 'list'>,<class 'int'>,8
41268,"[2, 14, 9, 0, 4, 1, 9, 6, 8, 0, 10, 6, 9]",<class 'list'>,<class 'int'>,13
41269,"[13, 1, 7, 10]",<class 'list'>,<class 'int'>,4
41270,"[10, 5, 4, 9, 5, 9, 6, 4]",<class 'list'>,<class 'int'>,8
41271,"[8, 0, 14, 11, 10, 13, 11, 1, 2]",<class 'list'>,<class 'int'>,9
41272,"[1, 3, 12, 12, 8, 2, 6, 9, 7, 8, 7, 0, 1]",<class 'list'>,<class 'int'>,13
41273,"[13, 0, 8, 7, 7, 3, 5, 1, 0, 5]",<class 'list'>,<class 'int'>,10
41274,"[10, 0, 3, 6, 3, 1, 0, 12, 11]",<class 'list'>,<class 'int'>,9
41275,"[11, 2, 9, 5, 8]",<class 'list'>,<class 'int'>,5
41276,"[9, 12, 5, 11, 3, 0, 2, 10, 10, 8]",<class 'list'>,<class 'int'>,10
41277,"[1, 2, 5, 7, 8, 3, 9, 1, 14, 8, 11]",<class 'list'>,<class 'int'>,11
41278,"[7, 9, 6, 0, 1, 5, 9, 6, 3, 13, 7, 9, 14]",<class 'list'>,<class 'int'>,13
41279,"[11, 7, 14, 14, 6]",<class 'list'>,<class 'int'>,5
41280,"[7, 0, 7, 6, 7, 14, 7, 10]",<class 'list'>,<class 'int'>,8
41281,"[6, 7, 3, 2, 10]",<class 'list'>,<class 'int'>,5
41282,"[6, 13, 3, 12, 9, 10, 13, 13, 10, 0, 6, 12, 10, 13]",<class 'list'>,<class 'int'>,14
41283,"[2, 11, 11, 7, 3, 6, 6, 7, 7, 0]",<class 'list'>,<class 'int'>,10
41284,"[7, 3, 14, 1, 0, 6, 13, 2, 1, 9, 1]",<class 'list'>,<class 'int'>,11
41285,"[12, 0, 1]",<class 'list'>,<class 'int'>,3
41286,"[10, 11, 0, 14, 3, 12, 5, 1]",<class 'list'>,<class 'int'>,8
41287,"[0, 12, 11, 2, 5, 14, 1, 0, 4]",<class 'list'>,<class 'int'>,9
41288,"[6, 2, 2, 10, 2, 8, 0]",<class 'list'>,<class 'int'>,7
41289,"[2, 3, 0, 6, 11, 3, 10, 3, 7, 1]",<class 'list'>,<class 'int'>,10
41290,"[3, 0, 13, 8, 5, 7, 12, 12, 14, 6, 0, 10, 5, 3]",<class 'list'>,<class 'int'>,14
41291,"[14, 8, 5, 9, 7, 2, 10, 14, 14]",<class 'list'>,<class 'int'>,9
41292,"[2, 12, 4, 2, 3, 3]",<class 'list'>,<class 'int'>,6
41293,"[13, 11, 9, 13, 3, 4, 12]",<class 'list'>,<class 'int'>,7
41294,"[12, 6, 6, 8, 12, 14, 5, 1, 6, 12, 8, 0]",<class 'list'>,<class 'int'>,12
41295,"[3, 11, 6, 1, 7, 13, 0]",<class 'list'>,<class 'int'>,7
41296,"[9, 13, 9, 3, 10, 11]",<class 'list'>,<class 'int'>,6
41297,"[8, 3, 0, 10, 2, 1, 2]",<class 'list'>,<class 'int'>,7
41298,"[3, 1, 14, 13, 14, 11, 12, 14, 9, 13, 7, 5, 11]",<class 'list'>,<class 'int'>,13
41299,"[4, 1, 6, 2, 1, 9, 0, 10, 2, 4, 6]",<class 'list'>,<class 'int'>,11
41300,"[11, 6, 9, 1, 3, 4, 8, 7, 11, 9, 1, 1]",<class 'list'>,<class 'int'>,12
41301,"[10, 6, 14, 8, 9, 11, 10, 7, 12]",<class 'list'>,<class 'int'>,9
41302,"[1, 4, 2, 0, 11, 4, 2, 6, 7, 7, 12, 1]",<class 'list'>,<class 'int'>,12
41303,"[10, 9, 1, 4, 3, 10, 6, 10, 11, 12, 9, 9, 8, 14]",<class 'list'>,<class 'int'>,14
41304,"[3, 8, 8, 14, 13, 2, 3, 13, 1, 4, 8]",<class 'list'>,<class 'int'>,11
41305,"[5, 13, 9, 4, 14, 14, 8, 1, 1, 7, 12, 4]",<class 'list'>,<class 'int'>,12
41306,"[14, 13, 8, 2, 6, 0, 7, 8, 13, 0]",<class 'list'>,<class 'int'>,10
41307,"[0, 11, 0, 5, 1, 13, 11, 11, 3, 6, 3, 13, 3]",<class 'list'>,<class 'int'>,13
41308,"[6, 5, 8, 6, 11, 6, 6]",<class 'list'>,<class 'int'>,7
41309,"[1, 9, 8, 12, 9]",<class 'list'>,<class 'int'>,5
41310,"[3, 14, 14, 8, 10]",<class 'list'>,<class 'int'>,5
41311,"[5, 9, 12, 6, 1, 6, 11, 7, 12, 10]",<class 'list'>,<class 'int'>,10
41312,"[3, 11, 8, 13, 14, 13, 13]",<class 'list'>,<class 'int'>,7
41313,"[4, 1, 12, 5, 4, 10]",<class 'list'>,<class 'int'>,6
41314,"[14, 9, 12]",<class 'list'>,<class 'int'>,3
41315,"[0, 6, 11, 13, 11, 10, 5, 3, 4, 11, 5, 9]",<class 'list'>,<class 'int'>,12
41316,"[10, 13, 6, 13, 2, 4, 1, 4, 12, 7, 4, 11, 1]",<class 'list'>,<class 'int'>,13
41317,"[5, 4, 14, 10, 9, 2, 10, 13, 0]",<class 'list'>,<class 'int'>,9
41318,"[13, 7, 12, 0, 8, 5]",<class 'list'>,<class 'int'>,6
41319,"[14, 1, 14, 4, 4, 0, 9]",<class 'list'>,<class 'int'>,7
41320,"[4, 5, 10, 7, 1, 10, 4, 6, 9, 7, 8, 11]",<class 'list'>,<class 'int'>,12
41321,"[11, 12, 6, 11, 3, 10, 0]",<class 'list'>,<class 'int'>,7
41322,"[1, 6, 13]",<class 'list'>,<class 'int'>,3
41323,"[10, 13, 3]",<class 'list'>,<class 'int'>,3
41324,"[14, 10, 7, 13, 4, 2, 8, 2, 2]",<class 'list'>,<class 'int'>,9
41325,"[2, 8, 10, 7, 8, 9, 12, 1, 11, 7]",<class 'list'>,<class 'int'>,10
41326,"[0, 11, 3, 13, 0, 9, 4, 8, 3, 1]",<class 'list'>,<class 'int'>,10
41327,"[11, 8, 11, 2, 11, 3, 12, 2, 4, 5, 3, 12]",<class 'list'>,<class 'int'>,12
41328,"[3, 13, 0, 10, 12, 6, 5, 7, 10, 12, 1, 10, 4]",<class 'list'>,<class 'int'>,13
41329,"[1, 1, 5, 4, 9, 11, 9, 5, 10, 0, 14, 14]",<class 'list'>,<class 'int'>,12
41330,"[12, 2, 10, 1, 7, 5, 4, 12, 8, 13, 9]",<class 'list'>,<class 'int'>,11
41331,"[3, 0, 11, 12, 0, 7, 0, 14]",<class 'list'>,<class 'int'>,8
41332,"[3, 6, 11, 5, 12, 1, 6, 8, 3, 10, 10, 5, 9, 6]",<class 'list'>,<class 'int'>,14
41333,"[0, 0, 7, 5, 14, 7, 7, 5, 0, 3, 11]",<class 'list'>,<class 'int'>,11
41334,"[7, 11, 14, 8]",<class 'list'>,<class 'int'>,4
41335,"[1, 5, 3, 5, 4, 0, 4, 4, 11, 11]",<class 'list'>,<class 'int'>,10
41336,"[2, 13, 0, 3, 11, 1, 7]",<class 'list'>,<class 'int'>,7
41337,"[4, 1, 9, 14, 3, 14]",<class 'list'>,<class 'int'>,6
41338,"[3, 4, 1]",<class 'list'>,<class 'int'>,3
41339,"[1, 10, 0, 12, 8, 7, 2, 10, 11, 12, 12, 9, 11, 3]",<class 'list'>,<class 'int'>,14
41340,"[1, 6, 8]",<class 'list'>,<class 'int'>,3
41341,"[0, 6, 2, 9]",<class 'list'>,<class 'int'>,4
41342,"[13, 3, 2, 8, 9, 11, 13, 8, 2, 4, 7, 8, 0, 2]",<class 'list'>,<class 'int'>,14
41343,"[6, 2, 10, 12, 7, 0, 9, 5, 12, 1, 7, 12, 2, 0]",<class 'list'>,<class 'int'>,14
41344,"[8, 3, 1, 5]",<class 'list'>,<class 'int'>,4
41345,"[13, 1, 12, 5, 1, 2, 3, 13, 1]",<class 'list'>,<class 'int'>,9
41346,"[7, 0, 0, 13, 7, 8, 3, 10, 4]",<class 'list'>,<class 'int'>,9
41347,"[6, 14, 12, 5, 0, 12]",<class 'list'>,<class 'int'>,6
41348,"[1, 3, 8, 13, 8, 4, 5, 11, 14]",<class 'list'>,<class 'int'>,9
41349,"[7, 5, 2]",<class 'list'>,<class 'int'>,3
41350,"[14, 2, 12, 3, 2, 6, 2, 6, 6, 7, 1, 1]",<class 'list'>,<class 'int'>,12
41351,"[0, 12, 0, 10, 10, 11, 0, 12, 2, 8, 0, 8, 12, 11]",<class 'list'>,<class 'int'>,14
41352,"[3, 4, 4, 8, 2, 0, 14, 9, 2, 11, 1, 0, 1]",<class 'list'>,<class 'int'>,13
41353,"[9, 0, 0, 8, 3, 4, 12, 4, 7]",<class 'list'>,<class 'int'>,9
41354,"[8, 1, 1, 0, 3, 6]",<class 'list'>,<class 'int'>,6
41355,"[11, 3, 5, 1, 14, 4, 11, 4, 3]",<class 'list'>,<class 'int'>,9
41356,"[5, 13, 0, 13, 3, 12, 0]",<class 'list'>,<class 'int'>,7
41357,"[3, 11, 3, 8, 9, 6, 5, 4, 0, 0, 3, 13]",<class 'list'>,<class 'int'>,12
41358,"[8, 7, 4, 5, 7]",<class 'list'>,<class 'int'>,5
41359,"[10, 5, 12, 10, 14, 6, 2, 7, 11]",<class 'list'>,<class 'int'>,9
41360,"[2, 2, 1, 8, 12, 1, 7, 14]",<class 'list'>,<class 'int'>,8
41361,"[6, 13, 7, 14, 9, 13]",<class 'list'>,<class 'int'>,6
41362,"[1, 9, 6, 9, 2, 7, 6, 12, 14, 2, 10, 2, 0, 2]",<class 'list'>,<class 'int'>,14
41363,"[7, 10, 6, 7, 3, 14, 3, 3, 9, 7, 1, 4, 9]",<class 'list'>,<class 'int'>,13
41364,"[8, 5, 6, 0, 12]",<class 'list'>,<class 'int'>,5
41365,"[1, 6, 7, 1, 7, 10]",<class 'list'>,<class 'int'>,6
41366,"[13, 3, 4, 12, 10, 9, 0]",<class 'list'>,<class 'int'>,7
41367,"[10, 1, 14, 5, 12, 10, 0, 0, 11, 11, 7]",<class 'list'>,<class 'int'>,11
41368,"[8, 11, 7, 4, 5]",<class 'list'>,<class 'int'>,5
41369,"[11, 1, 2, 4, 5, 10, 10, 1, 9, 14, 13, 13, 13]",<class 'list'>,<class 'int'>,13
41370,"[8, 14, 2, 3, 2, 0, 2, 11, 5, 1]",<class 'list'>,<class 'int'>,10
41371,"[5, 5, 8, 12, 13, 1, 0, 8]",<class 'list'>,<class 'int'>,8
41372,"[1, 5, 12, 5, 9, 11, 11, 5, 12, 6]",<class 'list'>,<class 'int'>,10
41373,"[0, 11, 14, 14, 6, 2, 7, 6, 14, 6, 12, 5, 12]",<class 'list'>,<class 'int'>,13
41374,"[4, 2, 9, 7, 14, 8, 3]",<class 'list'>,<class 'int'>,7
41375,"[8, 6, 4, 5, 9, 4, 6, 11, 6, 14]",<class 'list'>,<class 'int'>,10
41376,"[2, 4, 6]",<class 'list'>,<class 'int'>,3
41377,"[1, 6, 2, 13, 10, 1, 8, 7, 11, 11]",<class 'list'>,<class 'int'>,10
41378,"[13, 0, 8, 1, 14, 14, 11, 12, 4, 10, 6, 6]",<class 'list'>,<class 'int'>,12
41379,"[1, 8, 5, 11, 14, 10, 14]",<class 'list'>,<class 'int'>,7
41380,"[3, 7, 8, 14, 5, 12, 9, 2, 0, 10, 2, 3, 12, 7]",<class 'list'>,<class 'int'>,14
41381,"[13, 5, 0, 7, 5, 7, 9, 13, 12, 0]",<class 'list'>,<class 'int'>,10
41382,"[13, 9, 2, 13, 3, 7, 1, 4]",<class 'list'>,<class 'int'>,8
41383,"[7, 2, 5, 9, 11, 12, 1]",<class 'list'>,<class 'int'>,7
41384,"[10, 3, 7, 10, 9, 10, 14]",<class 'list'>,<class 'int'>,7
41385,"[11, 7, 4, 0, 12, 8, 8, 10, 7, 8, 13]",<class 'list'>,<class 'int'>,11
41386,"[1, 1, 10, 3, 10, 11, 5, 4, 8, 8, 11, 9, 14, 14]",<class 'list'>,<class 'int'>,14
41387,"[13, 6, 0, 2, 4, 11, 0, 7, 11, 12, 5]",<class 'list'>,<class 'int'>,11
41388,"[1, 0, 8, 0]",<class 'list'>,<class 'int'>,4
41389,"[1, 1, 3, 0]",<class 'list'>,<class 'int'>,4
41390,"[2, 12, 14]",<class 'list'>,<class 'int'>,3
41391,"[7, 13, 0, 7, 5, 13, 6]",<class 'list'>,<class 'int'>,7
41392,"[9, 11, 0, 13, 4, 11, 14, 5, 7]",<class 'list'>,<class 'int'>,9
41393,"[7, 5, 10]",<class 'list'>,<class 'int'>,3
41394,"[2, 4, 14, 14, 3, 5, 13]",<class 'list'>,<class 'int'>,7
41395,"[10, 0, 14, 5, 3, 10, 1]",<class 'list'>,<class 'int'>,7
41396,"[8, 5, 4, 0, 6, 12, 8, 1, 8, 11]",<class 'list'>,<class 'int'>,10
41397,"[8, 14, 3, 11, 5, 8, 7, 0]",<class 'list'>,<class 'int'>,8
41398,"[1, 9, 3, 11, 14]",<class 'list'>,<class 'int'>,5
41399,"[10, 14, 13, 2]",<class 'list'>,<class 'int'>,4
41400,"[8, 7, 9, 11, 8, 10, 4, 1, 11]",<class 'list'>,<class 'int'>,9
41401,"[5, 5, 1, 8]",<class 'list'>,<class 'int'>,4
41402,"[4, 0, 5, 3, 8, 5, 11]",<class 'list'>,<class 'int'>,7
41403,"[1, 14, 11, 12, 8, 3, 2]",<class 'list'>,<class 'int'>,7
41404,"[2, 2, 3, 4, 9, 13, 13, 4, 8, 9, 8, 2, 3, 9]",<class 'list'>,<class 'int'>,14
41405,"[12, 11, 7, 3, 1, 4, 13, 11, 1, 3, 13]",<class 'list'>,<class 'int'>,11
41406,"[4, 2, 1]",<class 'list'>,<class 'int'>,3
41407,"[2, 9, 6, 1, 12]",<class 'list'>,<class 'int'>,5
